Strain,Mutations,Number/ID,Levo Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,1/31/2023,3:59,C7,0.262
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,1/31/2023,3:59,C3,0.241
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,1/31/2023,3:59,C8,0.195
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,1/31/2023,3:59,C4,0.242
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,1/31/2023,3:59,C9,0.235
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,1/31/2023,3:59,C5,0.246
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,1/31/2023,3:59,C10,0.226
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,1/31/2023,3:59,C6,0.25
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,1/31/2023,3:59,C11,0.259
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,1/31/2023,3:59,D2,0.287
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,1/31/2023,3:59,D7,0.307
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,1/31/2023,3:59,D3,0.28
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,1/31/2023,3:59,D8,0.239
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,1/31/2023,3:59,D4,0.279
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,1/31/2023,3:59,D9,0.266
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,1/31/2023,3:59,D5,0.286
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,1/31/2023,3:59,D10,0.254
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,1/31/2023,3:59,D6,0.281
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,1/31/2023,3:59,D11,0.302
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,1/31/2023,3:59,H2,0.288
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,1/31/2023,3:59,H7,0.293
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,1/31/2023,3:59,H3,0.275
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,1/31/2023,3:59,H8,0.21
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,1/31/2023,3:59,H4,0.28
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,1/31/2023,3:59,H9,0.256
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,1/31/2023,3:59,H5,0.269
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,1/31/2023,3:59,H10,0.244
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,1/31/2023,3:59,H6,0.274
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,1/31/2023,3:59,H11,0.291
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/7/2023,3:59,B7,0.192
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/7/2023,3:59,B2,0.188
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/7/2023,3:59,B8,0.186
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/7/2023,3:59,B3,0.185
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/7/2023,3:59,B9,0.189
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/7/2023,3:59,B4,0.183
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/7/2023,3:59,B10,0.182
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/7/2023,3:59,B5,0.188
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/7/2023,3:59,B11,0.182
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/7/2023,3:59,B6,0.203
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/7/2023,3:59,C7,0.289
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/7/2023,3:59,C2,0.278
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/7/2023,3:59,C8,0.276
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/7/2023,3:59,C3,0.267
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/7/2023,3:59,C9,0.283
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/7/2023,3:59,C4,0.276
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/7/2023,3:59,C10,0.275
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/7/2023,3:59,C5,0.268
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/7/2023,3:59,C11,0.28
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/7/2023,3:59,C6,0.3
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/7/2023,3:59,D7,0.349
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/7/2023,3:59,D2,0.32
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/7/2023,3:59,D8,0.336
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/7/2023,3:59,D3,0.314
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/7/2023,3:59,D9,0.338
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/7/2023,3:59,D4,0.316
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/7/2023,3:59,D10,0.329
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/7/2023,3:59,D5,0.319
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/7/2023,3:59,D11,0.331
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/7/2023,3:59,D6,0.361
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/7/2023,3:59,H7,0.337
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/7/2023,3:59,H2,0.296
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/7/2023,3:59,H8,0.326
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/7/2023,3:59,H3,0.292
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/7/2023,3:59,H9,0.329
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/7/2023,3:59,H4,0.29
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/7/2023,3:59,H10,0.315
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/7/2023,3:59,H5,0.294
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/7/2023,3:59,H11,0.317
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/7/2023,3:59,H6,0.333
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/15/2023,3:59,B7,0.167
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/15/2023,3:59,B2,0.168
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/15/2023,3:59,B8,0.16
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/15/2023,3:59,B3,0.184
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/15/2023,3:59,B9,0.159
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/15/2023,3:59,B4,0.168
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/15/2023,3:59,B10,0.155
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/15/2023,3:59,B5,0.143
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/15/2023,3:59,B11,0.162
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/15/2023,3:59,B6,0.165
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/15/2023,3:59,C7,0.232
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/15/2023,3:59,C2,0.234
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/15/2023,3:59,C8,0.218
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/15/2023,3:59,C3,0.228
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/15/2023,3:59,C9,0.218
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/15/2023,3:59,C4,0.228
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/15/2023,3:59,C10,0.217
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/15/2023,3:59,C5,0.18
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/15/2023,3:59,C11,0.225
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/15/2023,3:59,C6,0.227
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/15/2023,3:59,D7,0.278
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/15/2023,3:59,D2,0.275
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/15/2023,3:59,D8,0.258
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/15/2023,3:59,D3,0.234
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/15/2023,3:59,D9,0.263
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/15/2023,3:59,D4,0.265
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/15/2023,3:59,D10,0.261
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/15/2023,3:59,D5,0.246
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/15/2023,3:59,D11,0.266
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/15/2023,3:59,D6,0.268
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/15/2023,3:59,H7,0.26
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/15/2023,3:59,H2,0.251
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/15/2023,3:59,H8,0.244
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/15/2023,3:59,H3,0.218
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/15/2023,3:59,H9,0.247
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/15/2023,3:59,H4,0.24
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/15/2023,3:59,H10,0.252
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/15/2023,3:59,H5,0.229
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/15/2023,3:59,H11,0.259
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/15/2023,3:59,H6,0.252
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/24/2023,3:59,B7,0.163
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/24/2023,3:59,B2,0.171
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/24/2023,3:59,B8,0.159
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/24/2023,3:59,B3,0.167
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/24/2023,3:59,B9,0.158
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/24/2023,3:59,B4,0.165
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/24/2023,3:59,B10,0.16
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/24/2023,3:59,B5,0.174
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/24/2023,3:59,B11,0.158
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/24/2023,3:59,B6,0.165
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/24/2023,3:59,C7,0.243
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/24/2023,3:59,C2,0.234
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/24/2023,3:59,C8,0.228
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/24/2023,3:59,C3,0.229
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/24/2023,3:59,C9,0.228
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/24/2023,3:59,C4,0.214
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/24/2023,3:59,C10,0.226
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/24/2023,3:59,C5,0.234
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/24/2023,3:59,C11,0.238
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/24/2023,3:59,C6,0.223
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/24/2023,3:59,D7,0.259
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/24/2023,3:59,D2,0.258
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/24/2023,3:59,D8,0.246
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/24/2023,3:59,D3,0.242
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/24/2023,3:59,D9,0.252
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/24/2023,3:59,D4,0.231
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/24/2023,3:59,D10,0.243
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/24/2023,3:59,D5,0.256
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/24/2023,3:59,D11,0.25
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/24/2023,3:59,D6,0.246
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/24/2023,3:59,H7,0.242
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/24/2023,3:59,H2,0.241
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/24/2023,3:59,H8,0.229
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/24/2023,3:59,H3,0.226
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/24/2023,3:59,H9,0.237
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/24/2023,3:59,H4,0.208
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/24/2023,3:59,H10,0.232
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/24/2023,3:59,H5,0.236
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/24/2023,3:59,H11,0.237
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/24/2023,3:59,H6,0.232
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,1/31/2023,4:29,B2,0.192
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,1/31/2023,4:29,B7,0.209
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,1/31/2023,4:29,B3,0.198
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,1/31/2023,4:29,B8,0.179
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,1/31/2023,4:29,B4,0.18
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,1/31/2023,4:29,B9,0.201
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,1/31/2023,4:29,B5,0.192
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,1/31/2023,4:29,B10,0.187
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,1/31/2023,4:29,B6,0.195
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,1/31/2023,4:29,B11,0.206
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,1/31/2023,4:29,C2,0.315
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,1/31/2023,4:29,C7,0.332
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,1/31/2023,4:29,C3,0.31
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,1/31/2023,4:29,C8,0.247
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,1/31/2023,4:29,C4,0.311
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,1/31/2023,4:29,C9,0.298
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,1/31/2023,4:29,C5,0.315
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,1/31/2023,4:29,C10,0.285
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,1/31/2023,4:29,C6,0.321
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,1/31/2023,4:29,C11,0.328
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,1/31/2023,4:29,D2,0.396
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,1/31/2023,4:29,D7,0.42
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,1/31/2023,4:29,D3,0.387
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,1/31/2023,4:29,D8,0.325
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,1/31/2023,4:29,D4,0.386
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,1/31/2023,4:29,D9,0.359
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,1/31/2023,4:29,D5,0.397
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,1/31/2023,4:29,D10,0.345
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,1/31/2023,4:29,D6,0.391
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,1/31/2023,4:29,D11,0.415
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,1/31/2023,4:29,H2,0.398
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,1/31/2023,4:29,H7,0.397
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,1/31/2023,4:29,H3,0.382
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,1/31/2023,4:29,H8,0.287
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,1/31/2023,4:29,H4,0.389
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,1/31/2023,4:29,H9,0.347
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,1/31/2023,4:29,H5,0.375
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,1/31/2023,4:29,H10,0.335
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,1/31/2023,4:29,H6,0.38
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,1/31/2023,4:29,H11,0.399
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/7/2023,4:29,B7,0.221
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/7/2023,4:29,B2,0.219
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/7/2023,4:29,B8,0.214
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/7/2023,4:29,B3,0.215
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/7/2023,4:29,B9,0.217
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/7/2023,4:29,B4,0.214
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/7/2023,4:29,B10,0.208
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/7/2023,4:29,B5,0.221
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/7/2023,4:29,B11,0.213
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/7/2023,4:29,B6,0.241
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/7/2023,4:29,C7,0.362
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/7/2023,4:29,C2,0.347
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/7/2023,4:29,C8,0.346
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/7/2023,4:29,C3,0.334
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/7/2023,4:29,C9,0.353
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/7/2023,4:29,C4,0.348
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/7/2023,4:29,C10,0.344
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/7/2023,4:29,C5,0.336
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/7/2023,4:29,C11,0.35
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/7/2023,4:29,C6,0.376
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/7/2023,4:29,D7,0.468
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/7/2023,4:29,D2,0.432
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/7/2023,4:29,D8,0.454
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/7/2023,4:29,D3,0.425
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/7/2023,4:29,D9,0.455
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/7/2023,4:29,D4,0.423
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/7/2023,4:29,D10,0.445
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/7/2023,4:29,D5,0.422
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/7/2023,4:29,D11,0.446
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/7/2023,4:29,D6,0.48
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/7/2023,4:29,H7,0.446
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/7/2023,4:29,H2,0.402
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/7/2023,4:29,H8,0.433
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/7/2023,4:29,H3,0.397
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/7/2023,4:29,H9,0.437
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/7/2023,4:29,H4,0.389
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/7/2023,4:29,H10,0.421
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/7/2023,4:29,H5,0.388
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/7/2023,4:29,H11,0.421
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/7/2023,4:29,H6,0.441
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/15/2023,4:29,B7,0.19
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/15/2023,4:29,B2,0.193
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/15/2023,4:29,B8,0.179
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/15/2023,4:29,B3,0.225
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/15/2023,4:29,B9,0.176
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/15/2023,4:29,B4,0.19
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/15/2023,4:29,B10,0.172
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/15/2023,4:29,B5,0.153
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/15/2023,4:29,B11,0.183
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/15/2023,4:29,B6,0.187
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/15/2023,4:29,C7,0.29
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/15/2023,4:29,C2,0.294
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/15/2023,4:29,C8,0.274
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/15/2023,4:29,C3,0.302
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/15/2023,4:29,C9,0.273
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/15/2023,4:29,C4,0.285
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/15/2023,4:29,C10,0.274
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/15/2023,4:29,C5,0.22
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/15/2023,4:29,C11,0.286
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/15/2023,4:29,C6,0.286
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/15/2023,4:29,D7,0.384
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/15/2023,4:29,D2,0.377
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/15/2023,4:29,D8,0.355
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/15/2023,4:29,D3,0.319
