Strain,Mutations,Number/ID,Nor Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BL21,Δ7,JOE7063,2.5 ng/mL,-,8/30/2022,2:29,E11,0.098
BL21,Δ7,JOE7063,2.5 ng/mL,+,8/30/2022,2:29,E6,0.096
BL21,Δ7,JOE7059,0 ng/mL,-,8/30/2022,2:29,H7,0.098
BL21,Δ7,JOE7059,0 ng/mL,+,8/30/2022,2:29,H2,0.095
BL21,Δ7,JOE7060,0 ng/mL,-,8/30/2022,2:29,H8,0.097
BL21,Δ7,JOE7060,0 ng/mL,+,8/30/2022,2:29,H3,0.096
BL21,Δ7,JOE7061,0 ng/mL,-,8/30/2022,2:29,H9,0.095
BL21,Δ7,JOE7061,0 ng/mL,+,8/30/2022,2:29,H4,0.096
BL21,Δ7,JOE7062,0 ng/mL,-,8/30/2022,2:29,H10,0.096
BL21,Δ7,JOE7062,0 ng/mL,+,8/30/2022,2:29,H5,0.096
BL21,Δ7,JOE7063,0 ng/mL,-,8/30/2022,2:29,H11,0.096
BL21,Δ7,JOE7063,0 ng/mL,+,8/30/2022,2:29,H6,0.098
BL21,Δ7,JOE7059,5 ng/mL,-,9/8/2022,2:29,D7,0.094
BL21,Δ7,JOE7059,5 ng/mL,+,9/8/2022,2:29,D2,0.099
BL21,Δ7,JOE7060,5 ng/mL,-,9/8/2022,2:29,D8,0.095
BL21,Δ7,JOE7060,5 ng/mL,+,9/8/2022,2:29,D3,0.097
BL21,Δ7,JOE7061,5 ng/mL,-,9/8/2022,2:29,D9,0.099
BL21,Δ7,JOE7061,5 ng/mL,+,9/8/2022,2:29,D4,0.098
BL21,Δ7,JOE7062,5 ng/mL,-,9/8/2022,2:29,D10,0.101
BL21,Δ7,JOE7062,5 ng/mL,+,9/8/2022,2:29,D5,0.1
BL21,Δ7,JOE7063,5 ng/mL,-,9/8/2022,2:29,D11,0.101
BL21,Δ7,JOE7063,5 ng/mL,+,9/8/2022,2:29,D6,0.098
BL21,Δ7,JOE7059,2.5 ng/mL,-,9/8/2022,2:29,E7,0.093
BL21,Δ7,JOE7059,2.5 ng/mL,+,9/8/2022,2:29,E2,0.098
BL21,Δ7,JOE7060,2.5 ng/mL,-,9/8/2022,2:29,E8,0.097
BL21,Δ7,JOE7060,2.5 ng/mL,+,9/8/2022,2:29,E3,0.097
BL21,Δ7,JOE7061,2.5 ng/mL,-,9/8/2022,2:29,E9,0.099
BL21,Δ7,JOE7061,2.5 ng/mL,+,9/8/2022,2:29,E4,0.1
BL21,Δ7,JOE7062,2.5 ng/mL,-,9/8/2022,2:29,E10,0.101
BL21,Δ7,JOE7062,2.5 ng/mL,+,9/8/2022,2:29,E5,0.1
BL21,Δ7,JOE7063,2.5 ng/mL,-,9/8/2022,2:29,E11,0.1
BL21,Δ7,JOE7063,2.5 ng/mL,+,9/8/2022,2:29,E6,0.099
BL21,Δ7,JOE7059,0 ng/mL,-,9/8/2022,2:29,H7,0.097
BL21,Δ7,JOE7059,0 ng/mL,+,9/8/2022,2:29,H2,0.096
BL21,Δ7,JOE7060,0 ng/mL,-,9/8/2022,2:29,H8,0.097
BL21,Δ7,JOE7060,0 ng/mL,+,9/8/2022,2:29,H3,0.095
BL21,Δ7,JOE7061,0 ng/mL,-,9/8/2022,2:29,H9,0.097
BL21,Δ7,JOE7061,0 ng/mL,+,9/8/2022,2:29,H4,0.096
BL21,Δ7,JOE7062,0 ng/mL,-,9/8/2022,2:29,H10,0.1
BL21,Δ7,JOE7062,0 ng/mL,+,9/8/2022,2:29,H5,0.098
BL21,Δ7,JOE7063,0 ng/mL,-,9/8/2022,2:29,H11,0.099
BL21,Δ7,JOE7063,0 ng/mL,+,9/8/2022,2:29,H6,0.099
BL21,Δ7,JOE7059,5 ng/mL,-,8/30/2022,2:59,D7,0.102
BL21,Δ7,JOE7059,5 ng/mL,+,8/30/2022,2:59,D2,0.103
BL21,Δ7,JOE7060,5 ng/mL,-,8/30/2022,2:59,D8,0.099
BL21,Δ7,JOE7060,5 ng/mL,+,8/30/2022,2:59,D3,0.101
BL21,Δ7,JOE7061,5 ng/mL,-,8/30/2022,2:59,D9,0.102
BL21,Δ7,JOE7061,5 ng/mL,+,8/30/2022,2:59,D4,0.103
BL21,Δ7,JOE7062,5 ng/mL,-,8/30/2022,2:59,D10,0.1
BL21,Δ7,JOE7062,5 ng/mL,+,8/30/2022,2:59,D5,0.104
BL21,Δ7,JOE7063,5 ng/mL,-,8/30/2022,2:59,D11,0.103
BL21,Δ7,JOE7063,5 ng/mL,+,8/30/2022,2:59,D6,0.102
BL21,Δ7,JOE7059,2.5 ng/mL,-,8/30/2022,2:59,E7,0.103
BL21,Δ7,JOE7059,2.5 ng/mL,+,8/30/2022,2:59,E2,0.102
BL21,Δ7,JOE7060,2.5 ng/mL,-,8/30/2022,2:59,E8,0.098
BL21,Δ7,JOE7060,2.5 ng/mL,+,8/30/2022,2:59,E3,0.101
BL21,Δ7,JOE7061,2.5 ng/mL,-,8/30/2022,2:59,E9,0.102
BL21,Δ7,JOE7061,2.5 ng/mL,+,8/30/2022,2:59,E4,0.1
BL21,Δ7,JOE7062,2.5 ng/mL,-,8/30/2022,2:59,E10,0.101
BL21,Δ7,JOE7062,2.5 ng/mL,+,8/30/2022,2:59,E5,0.104
BL21,Δ7,JOE7063,2.5 ng/mL,-,8/30/2022,2:59,E11,0.103
BL21,Δ7,JOE7063,2.5 ng/mL,+,8/30/2022,2:59,E6,0.102
BL21,Δ7,JOE7059,0 ng/mL,-,8/30/2022,2:59,H7,0.102
BL21,Δ7,JOE7059,0 ng/mL,+,8/30/2022,2:59,H2,0.098
BL21,Δ7,JOE7060,0 ng/mL,-,8/30/2022,2:59,H8,0.1
BL21,Δ7,JOE7060,0 ng/mL,+,8/30/2022,2:59,H3,0.099
BL21,Δ7,JOE7061,0 ng/mL,-,8/30/2022,2:59,H9,0.099
BL21,Δ7,JOE7061,0 ng/mL,+,8/30/2022,2:59,H4,0.099
BL21,Δ7,JOE7062,0 ng/mL,-,8/30/2022,2:59,H10,0.099
BL21,Δ7,JOE7062,0 ng/mL,+,8/30/2022,2:59,H5,0.1
BL21,Δ7,JOE7063,0 ng/mL,-,8/30/2022,2:59,H11,0.102
BL21,Δ7,JOE7063,0 ng/mL,+,8/30/2022,2:59,H6,0.103
BL21,Δ7,JOE7059,5 ng/mL,-,9/8/2022,2:59,D7,0.097
BL21,Δ7,JOE7059,5 ng/mL,+,9/8/2022,2:59,D2,0.103
BL21,Δ7,JOE7060,5 ng/mL,-,9/8/2022,2:59,D8,0.098
BL21,Δ7,JOE7060,5 ng/mL,+,9/8/2022,2:59,D3,0.099
BL21,Δ7,JOE7061,5 ng/mL,-,9/8/2022,2:59,D9,0.104
BL21,Δ7,JOE7061,5 ng/mL,+,9/8/2022,2:59,D4,0.103
BL21,Δ7,JOE7062,5 ng/mL,-,9/8/2022,2:59,D10,0.107
BL21,Δ7,JOE7062,5 ng/mL,+,9/8/2022,2:59,D5,0.105
BL21,Δ7,JOE7063,5 ng/mL,-,9/8/2022,2:59,D11,0.107
BL21,Δ7,JOE7063,5 ng/mL,+,9/8/2022,2:59,D6,0.104
BL21,Δ7,JOE7059,2.5 ng/mL,-,9/8/2022,2:59,E7,0.096
BL21,Δ7,JOE7059,2.5 ng/mL,+,9/8/2022,2:59,E2,0.102
BL21,Δ7,JOE7060,2.5 ng/mL,-,9/8/2022,2:59,E8,0.099
BL21,Δ7,JOE7060,2.5 ng/mL,+,9/8/2022,2:59,E3,0.1
BL21,Δ7,JOE7061,2.5 ng/mL,-,9/8/2022,2:59,E9,0.104
BL21,Δ7,JOE7061,2.5 ng/mL,+,9/8/2022,2:59,E4,0.104
BL21,Δ7,JOE7062,2.5 ng/mL,-,9/8/2022,2:59,E10,0.106
BL21,Δ7,JOE7062,2.5 ng/mL,+,9/8/2022,2:59,E5,0.106
BL21,Δ7,JOE7063,2.5 ng/mL,-,9/8/2022,2:59,E11,0.106
BL21,Δ7,JOE7063,2.5 ng/mL,+,9/8/2022,2:59,E6,0.104
BL21,Δ7,JOE7059,0 ng/mL,-,9/8/2022,2:59,H7,0.099
BL21,Δ7,JOE7059,0 ng/mL,+,9/8/2022,2:59,H2,0.099
BL21,Δ7,JOE7060,0 ng/mL,-,9/8/2022,2:59,H8,0.1
BL21,Δ7,JOE7060,0 ng/mL,+,9/8/2022,2:59,H3,0.098
BL21,Δ7,JOE7061,0 ng/mL,-,9/8/2022,2:59,H9,0.101
BL21,Δ7,JOE7061,0 ng/mL,+,9/8/2022,2:59,H4,0.101
BL21,Δ7,JOE7062,0 ng/mL,-,9/8/2022,2:59,H10,0.105
BL21,Δ7,JOE7062,0 ng/mL,+,9/8/2022,2:59,H5,0.103
BL21,Δ7,JOE7063,0 ng/mL,-,9/8/2022,2:59,H11,0.105
BL21,Δ7,JOE7063,0 ng/mL,+,9/8/2022,2:59,H6,0.104
BL21,Δ7,JOE7059,5 ng/mL,-,8/30/2022,3:29,D7,0.112
BL21,Δ7,JOE7059,5 ng/mL,+,8/30/2022,3:29,D2,0.109
BL21,Δ7,JOE7060,5 ng/mL,-,8/30/2022,3:29,D8,0.105
BL21,Δ7,JOE7060,5 ng/mL,+,8/30/2022,3:29,D3,0.108
BL21,Δ7,JOE7061,5 ng/mL,-,8/30/2022,3:29,D9,0.11
BL21,Δ7,JOE7061,5 ng/mL,+,8/30/2022,3:29,D4,0.111
BL21,Δ7,JOE7062,5 ng/mL,-,8/30/2022,3:29,D10,0.108
BL21,Δ7,JOE7062,5 ng/mL,+,8/30/2022,3:29,D5,0.113
BL21,Δ7,JOE7063,5 ng/mL,-,8/30/2022,3:29,D11,0.113
BL21,Δ7,JOE7063,5 ng/mL,+,8/30/2022,3:29,D6,0.113
BL21,Δ7,JOE7059,2.5 ng/mL,-,8/30/2022,3:29,E7,0.112
BL21,Δ7,JOE7059,2.5 ng/mL,+,8/30/2022,3:29,E2,0.108
BL21,Δ7,JOE7060,2.5 ng/mL,-,8/30/2022,3:29,E8,0.103
BL21,Δ7,JOE7060,2.5 ng/mL,+,8/30/2022,3:29,E3,0.107
BL21,Δ7,JOE7061,2.5 ng/mL,-,8/30/2022,3:29,E9,0.11
BL21,Δ7,JOE7061,2.5 ng/mL,+,8/30/2022,3:29,E4,0.107
BL21,Δ7,JOE7062,2.5 ng/mL,-,8/30/2022,3:29,E10,0.108
BL21,Δ7,JOE7062,2.5 ng/mL,+,8/30/2022,3:29,E5,0.112
BL21,Δ7,JOE7063,2.5 ng/mL,-,8/30/2022,3:29,E11,0.114
BL21,Δ7,JOE7063,2.5 ng/mL,+,8/30/2022,3:29,E6,0.112
BL21,Δ7,JOE7059,0 ng/mL,-,8/30/2022,3:29,H7,0.111
BL21,Δ7,JOE7059,0 ng/mL,+,8/30/2022,3:29,H2,0.104
BL21,Δ7,JOE7060,0 ng/mL,-,8/30/2022,3:29,H8,0.104
BL21,Δ7,JOE7060,0 ng/mL,+,8/30/2022,3:29,H3,0.105
BL21,Δ7,JOE7061,0 ng/mL,-,8/30/2022,3:29,H9,0.106
BL21,Δ7,JOE7061,0 ng/mL,+,8/30/2022,3:29,H4,0.105
BL21,Δ7,JOE7062,0 ng/mL,-,8/30/2022,3:29,H10,0.107
BL21,Δ7,JOE7062,0 ng/mL,+,8/30/2022,3:29,H5,0.107
BL21,Δ7,JOE7063,0 ng/mL,-,8/30/2022,3:29,H11,0.111
BL21,Δ7,JOE7063,0 ng/mL,+,8/30/2022,3:29,H6,0.112
BL21,Δ7,JOE7059,5 ng/mL,-,9/8/2022,3:29,D7,0.102
BL21,Δ7,JOE7059,5 ng/mL,+,9/8/2022,3:29,D2,0.111
BL21,Δ7,JOE7060,5 ng/mL,-,9/8/2022,3:29,D8,0.103
BL21,Δ7,JOE7060,5 ng/mL,+,9/8/2022,3:29,D3,0.104
BL21,Δ7,JOE7061,5 ng/mL,-,9/8/2022,3:29,D9,0.114
BL21,Δ7,JOE7061,5 ng/mL,+,9/8/2022,3:29,D4,0.111
BL21,Δ7,JOE7062,5 ng/mL,-,9/8/2022,3:29,D10,0.119
BL21,Δ7,JOE7062,5 ng/mL,+,9/8/2022,3:29,D5,0.116
BL21,Δ7,JOE7063,5 ng/mL,-,9/8/2022,3:29,D11,0.12
BL21,Δ7,JOE7063,5 ng/mL,+,9/8/2022,3:29,D6,0.114
BL21,Δ7,JOE7059,2.5 ng/mL,-,9/8/2022,3:29,E7,0.101
BL21,Δ7,JOE7059,2.5 ng/mL,+,9/8/2022,3:29,E2,0.109
BL21,Δ7,JOE7060,2.5 ng/mL,-,9/8/2022,3:29,E8,0.105
BL21,Δ7,JOE7060,2.5 ng/mL,+,9/8/2022,3:29,E3,0.105
BL21,Δ7,JOE7061,2.5 ng/mL,-,9/8/2022,3:29,E9,0.112
BL21,Δ7,JOE7061,2.5 ng/mL,+,9/8/2022,3:29,E4,0.112
BL21,Δ7,JOE7062,2.5 ng/mL,-,9/8/2022,3:29,E10,0.118
BL21,Δ7,JOE7062,2.5 ng/mL,+,9/8/2022,3:29,E5,0.116
BL21,Δ7,JOE7063,2.5 ng/mL,-,9/8/2022,3:29,E11,0.118
BL21,Δ7,JOE7063,2.5 ng/mL,+,9/8/2022,3:29,E6,0.115
BL21,Δ7,JOE7059,0 ng/mL,-,9/8/2022,3:29,H7,0.103
BL21,Δ7,JOE7059,0 ng/mL,+,9/8/2022,3:29,H2,0.106
BL21,Δ7,JOE7060,0 ng/mL,-,9/8/2022,3:29,H8,0.104
BL21,Δ7,JOE7060,0 ng/mL,+,9/8/2022,3:29,H3,0.102
BL21,Δ7,JOE7061,0 ng/mL,-,9/8/2022,3:29,H9,0.109
BL21,Δ7,JOE7061,0 ng/mL,+,9/8/2022,3:29,H4,0.108
BL21,Δ7,JOE7062,0 ng/mL,-,9/8/2022,3:29,H10,0.115
BL21,Δ7,JOE7062,0 ng/mL,+,9/8/2022,3:29,H5,0.112
BL21,Δ7,JOE7063,0 ng/mL,-,9/8/2022,3:29,H11,0.114
BL21,Δ7,JOE7063,0 ng/mL,+,9/8/2022,3:29,H6,0.113
BL21,Δ7,JOE7059,5 ng/mL,-,8/30/2022,3:59,D7,0.129
BL21,Δ7,JOE7059,5 ng/mL,+,8/30/2022,3:59,D2,0.12
BL21,Δ7,JOE7060,5 ng/mL,-,8/30/2022,3:59,D8,0.114
BL21,Δ7,JOE7060,5 ng/mL,+,8/30/2022,3:59,D3,0.119
BL21,Δ7,JOE7061,5 ng/mL,-,8/30/2022,3:59,D9,0.125
BL21,Δ7,JOE7061,5 ng/mL,+,8/30/2022,3:59,D4,0.124
BL21,Δ7,JOE7062,5 ng/mL,-,8/30/2022,3:59,D10,0.121
BL21,Δ7,JOE7062,5 ng/mL,+,8/30/2022,3:59,D5,0.127
BL21,Δ7,JOE7063,5 ng/mL,-,8/30/2022,3:59,D11,0.129
BL21,Δ7,JOE7063,5 ng/mL,+,8/30/2022,3:59,D6,0.13
BL21,Δ7,JOE7059,2.5 ng/mL,-,8/30/2022,3:59,E7,0.128
BL21,Δ7,JOE7059,2.5 ng/mL,+,8/30/2022,3:59,E2,0.119
BL21,Δ7,JOE7060,2.5 ng/mL,-,8/30/2022,3:59,E8,0.113
BL21,Δ7,JOE7060,2.5 ng/mL,+,8/30/2022,3:59,E3,0.117
BL21,Δ7,JOE7061,2.5 ng/mL,-,8/30/2022,3:59,E9,0.124
BL21,Δ7,JOE7061,2.5 ng/mL,+,8/30/2022,3:59,E4,0.119
BL21,Δ7,JOE7062,2.5 ng/mL,-,8/30/2022,3:59,E10,0.122
BL21,Δ7,JOE7062,2.5 ng/mL,+,8/30/2022,3:59,E5,0.126
BL21,Δ7,JOE7063,2.5 ng/mL,-,8/30/2022,3:59,E11,0.13
BL21,Δ7,JOE7063,2.5 ng/mL,+,8/30/2022,3:59,E6,0.128
BL21,Δ7,JOE7059,0 ng/mL,-,8/30/2022,3:59,H7,0.125
BL21,Δ7,JOE7059,0 ng/mL,+,8/30/2022,3:59,H2,0.114
BL21,Δ7,JOE7060,0 ng/mL,-,8/30/2022,3:59,H8,0.113
BL21,Δ7,JOE7060,0 ng/mL,+,8/30/2022,3:59,H3,0.114
BL21,Δ7,JOE7061,0 ng/mL,-,8/30/2022,3:59,H9,0.118
BL21,Δ7,JOE7061,0 ng/mL,+,8/30/2022,3:59,H4,0.116
BL21,Δ7,JOE7062,0 ng/mL,-,8/30/2022,3:59,H10,0.118
BL21,Δ7,JOE7062,0 ng/mL,+,8/30/2022,3:59,H5,0.12
BL21,Δ7,JOE7063,0 ng/mL,-,8/30/2022,3:59,H11,0.127
BL21,Δ7,JOE7063,0 ng/mL,+,8/30/2022,3:59,H6,0.127
BL21,Δ7,JOE7059,5 ng/mL,-,9/8/2022,3:59,D7,0.11
BL21,Δ7,JOE7059,5 ng/mL,+,9/8/2022,3:59,D2,0.125
BL21,Δ7,JOE7060,5 ng/mL,-,9/8/2022,3:59,D8,0.113
BL21,Δ7,JOE7060,5 ng/mL,+,9/8/2022,3:59,D3,0.112
BL21,Δ7,JOE7061,5 ng/mL,-,9/8/2022,3:59,D9,0.129
BL21,Δ7,JOE7061,5 ng/mL,+,9/8/2022,3:59,D4,0.124
BL21,Δ7,JOE7062,5 ng/mL,-,9/8/2022,3:59,D10,0.139
BL21,Δ7,JOE7062,5 ng/mL,+,9/8/2022,3:59,D5,0.132
BL21,Δ7,JOE7063,5 ng/mL,-,9/8/2022,3:59,D11,0.14
BL21,Δ7,JOE7063,5 ng/mL,+,9/8/2022,3:59,D6,0.131
BL21,Δ7,JOE7059,2.5 ng/mL,-,9/8/2022,3:59,E7,0.109
BL21,Δ7,JOE7059,2.5 ng/mL,+,9/8/2022,3:59,E2,0.122
BL21,Δ7,JOE7060,2.5 ng/mL,-,9/8/2022,3:59,E8,0.115
BL21,Δ7,JOE7060,2.5 ng/mL,+,9/8/2022,3:59,E3,0.113
BL21,Δ7,JOE7061,2.5 ng/mL,-,9/8/2022,3:59,E9,0.128
BL21,Δ7,JOE7061,2.5 ng/mL,+,9/8/2022,3:59,E4,0.126
BL21,Δ7,JOE7062,2.5 ng/mL,-,9/8/2022,3:59,E10,0.137
BL21,Δ7,JOE7062,2.5 ng/mL,+,9/8/2022,3:59,E5,0.133
BL21,Δ7,JOE7063,2.5 ng/mL,-,9/8/2022,3:59,E11,0.138
BL21,Δ7,JOE7063,2.5 ng/mL,+,9/8/2022,3:59,E6,0.133
BL21,Δ7,JOE7059,0 ng/mL,-,9/8/2022,3:59,H7,0.109
BL21,Δ7,JOE7059,0 ng/mL,+,9/8/2022,3:59,H2,0.116
BL21,Δ7,JOE7060,0 ng/mL,-,9/8/2022,3:59,H8,0.112
BL21,Δ7,JOE7060,0 ng/mL,+,9/8/2022,3:59,H3,0.11
BL21,Δ7,JOE7061,0 ng/mL,-,9/8/2022,3:59,H9,0.122
BL21,Δ7,JOE7061,0 ng/mL,+,9/8/2022,3:59,H4,0.12
BL21,Δ7,JOE7062,0 ng/mL,-,9/8/2022,3:59,H10,0.131
BL21,Δ7,JOE7062,0 ng/mL,+,9/8/2022,3:59,H5,0.126
BL21,Δ7,JOE7063,0 ng/mL,-,9/8/2022,3:59,H11,0.132
BL21,Δ7,JOE7063,0 ng/mL,+,9/8/2022,3:59,H6,0.13
BL21,Δ7,JOE7059,5 ng/mL,-,8/30/2022,4:29,D7,0.157
BL21,Δ7,JOE7059,5 ng/mL,+,8/30/2022,4:29,D2,0.138
BL21,Δ7,JOE7060,5 ng/mL,-,8/30/2022,4:29,D8,0.129
BL21,Δ7,JOE7060,5 ng/mL,+,8/30/2022,4:29,D3,0.135
BL21,Δ7,JOE7061,5 ng/mL,-,8/30/2022,4:29,D9,0.144
BL21,Δ7,JOE7061,5 ng/mL,+,8/30/2022,4:29,D4,0.142
BL21,Δ7,JOE7062,5 ng/mL,-,8/30/2022,4:29,D10,0.14
BL21,Δ7,JOE7062,5 ng/mL,+,8/30/2022,4:29,D5,0.148
BL21,Δ7,JOE7063,5 ng/mL,-,8/30/2022,4:29,D11,0.151
BL21,Δ7,JOE7063,5 ng/mL,+,8/30/2022,4:29,D6,0.154
BL21,Δ7,JOE7059,2.5 ng/mL,-,8/30/2022,4:29,E7,0.156
BL21,Δ7,JOE7059,2.5 ng/mL,+,8/30/2022,4:29,E2,0.136
BL21,Δ7,JOE7060,2.5 ng/mL,-,8/30/2022,4:29,E8,0.128
BL21,Δ7,JOE7060,2.5 ng/mL,+,8/30/2022,4:29,E3,0.132
BL21,Δ7,JOE7061,2.5 ng/mL,-,8/30/2022,4:29,E9,0.145
BL21,Δ7,JOE7061,2.5 ng/mL,+,8/30/2022,4:29,E4,0.138
BL21,Δ7,JOE7062,2.5 ng/mL,-,8/30/2022,4:29,E10,0.141
BL21,Δ7,JOE7062,2.5 ng/mL,+,8/30/2022,4:29,E5,0.148
BL21,Δ7,JOE7063,2.5 ng/mL,-,8/30/2022,4:29,E11,0.156
BL21,Δ7,JOE7063,2.5 ng/mL,+,8/30/2022,4:29,E6,0.154
BL21,Δ7,JOE7059,0 ng/mL,-,8/30/2022,4:29,H7,0.148
BL21,Δ7,JOE7059,0 ng/mL,+,8/30/2022,4:29,H2,0.13
BL21,Δ7,JOE7060,0 ng/mL,-,8/30/2022,4:29,H8,0.126
BL21,Δ7,JOE7060,0 ng/mL,+,8/30/2022,4:29,H3,0.129
BL21,Δ7,JOE7061,0 ng/mL,-,8/30/2022,4:29,H9,0.137
BL21,Δ7,JOE7061,0 ng/mL,+,8/30/2022,4:29,H4,0.133
BL21,Δ7,JOE7062,0 ng/mL,-,8/30/2022,4:29,H10,0.136
BL21,Δ7,JOE7062,0 ng/mL,+,8/30/2022,4:29,H5,0.14
BL21,Δ7,JOE7063,0 ng/mL,-,8/30/2022,4:29,H11,0.15
BL21,Δ7,JOE7063,0 ng/mL,+,8/30/2022,4:29,H6,0.15
BL21,Δ7,JOE7059,5 ng/mL,-,9/8/2022,4:29,D7,0.123
BL21,Δ7,JOE7059,5 ng/mL,+,9/8/2022,4:29,D2,0.146
BL21,Δ7,JOE7060,5 ng/mL,-,9/8/2022,4:29,D8,0.128
BL21,Δ7,JOE7060,5 ng/mL,+,9/8/2022,4:29,D3,0.125
BL21,Δ7,JOE7061,5 ng/mL,-,9/8/2022,4:29,D9,0.151
BL21,Δ7,JOE7061,5 ng/mL,+,9/8/2022,4:29,D4,0.143
BL21,Δ7,JOE7062,5 ng/mL,-,9/8/2022,4:29,D10,0.167
BL21,Δ7,JOE7062,5 ng/mL,+,9/8/2022,4:29,D5,0.156
BL21,Δ7,JOE7063,5 ng/mL,-,9/8/2022,4:29,D11,0.167
BL21,Δ7,JOE7063,5 ng/mL,+,9/8/2022,4:29,D6,0.156
BL21,Δ7,JOE7059,2.5 ng/mL,-,9/8/2022,4:29,E7,0.122
BL21,Δ7,JOE7059,2.5 ng/mL,+,9/8/2022,4:29,E2,0.142
BL21,Δ7,JOE7060,2.5 ng/mL,-,9/8/2022,4:29,E8,0.131
BL21,Δ7,JOE7060,2.5 ng/mL,+,9/8/2022,4:29,E3,0.126
BL21,Δ7,JOE7061,2.5 ng/mL,-,9/8/2022,4:29,E9,0.15
BL21,Δ7,JOE7061,2.5 ng/mL,+,9/8/2022,4:29,E4,0.146
BL21,Δ7,JOE7062,2.5 ng/mL,-,9/8/2022,4:29,E10,0.165
BL21,Δ7,JOE7062,2.5 ng/mL,+,9/8/2022,4:29,E5,0.159
BL21,Δ7,JOE7063,2.5 ng/mL,-,9/8/2022,4:29,E11,0.167
BL21,Δ7,JOE7063,2.5 ng/mL,+,9/8/2022,4:29,E6,0.158
BL21,Δ7,JOE7059,0 ng/mL,-,9/8/2022,4:29,H7,0.121
BL21,Δ7,JOE7059,0 ng/mL,+,9/8/2022,4:29,H2,0.135
BL21,Δ7,JOE7060,0 ng/mL,-,9/8/2022,4:29,H8,0.126
BL21,Δ7,JOE7060,0 ng/mL,+,9/8/2022,4:29,H3,0.123
BL21,Δ7,JOE7061,0 ng/mL,-,9/8/2022,4:29,H9,0.142
BL21,Δ7,JOE7061,0 ng/mL,+,9/8/2022,4:29,H4,0.139
BL21,Δ7,JOE7062,0 ng/mL,-,9/8/2022,4:29,H10,0.156
BL21,Δ7,JOE7062,0 ng/mL,+,9/8/2022,4:29,H5,0.149
BL21,Δ7,JOE7063,0 ng/mL,-,9/8/2022,4:29,H11,0.157
BL21,Δ7,JOE7063,0 ng/mL,+,9/8/2022,4:29,H6,0.153
BL21,Δ7,JOE7059,5 ng/mL,-,8/30/2022,4:59,D7,0.192
BL21,Δ7,JOE7059,5 ng/mL,+,8/30/2022,4:59,D2,0.163
BL21,Δ7,JOE7060,5 ng/mL,-,8/30/2022,4:59,D8,0.151
BL21,Δ7,JOE7060,5 ng/mL,+,8/30/2022,4:59,D3,0.159
BL21,Δ7,JOE7061,5 ng/mL,-,8/30/2022,4:59,D9,0.173
BL21,Δ7,JOE7061,5 ng/mL,+,8/30/2022,4:59,D4,0.167
BL21,Δ7,JOE7062,5 ng/mL,-,8/30/2022,4:59,D10,0.166
BL21,Δ7,JOE7062,5 ng/mL,+,8/30/2022,4:59,D5,0.177
BL21,Δ7,JOE7063,5 ng/mL,-,8/30/2022,4:59,D11,0.177
BL21,Δ7,JOE7063,5 ng/mL,+,8/30/2022,4:59,D6,0.182
BL21,Δ7,JOE7059,2.5 ng/mL,-,8/30/2022,4:59,E7,0.194
BL21,Δ7,JOE7059,2.5 ng/mL,+,8/30/2022,4:59,E2,0.162
BL21,Δ7,JOE7060,2.5 ng/mL,-,8/30/2022,4:59,E8,0.15
BL21,Δ7,JOE7060,2.5 ng/mL,+,8/30/2022,4:59,E3,0.157
BL21,Δ7,JOE7061,2.5 ng/mL,-,8/30/2022,4:59,E9,0.176
BL21,Δ7,JOE7061,2.5 ng/mL,+,8/30/2022,4:59,E4,0.165
BL21,Δ7,JOE7062,2.5 ng/mL,-,8/30/2022,4:59,E10,0.171
BL21,Δ7,JOE7062,2.5 ng/mL,+,8/30/2022,4:59,E5,0.18
BL21,Δ7,JOE7063,2.5 ng/mL,-,8/30/2022,4:59,E11,0.186
BL21,Δ7,JOE7063,2.5 ng/mL,+,8/30/2022,4:59,E6,0.186
BL21,Δ7,JOE7059,0 ng/mL,-,8/30/2022,4:59,H7,0.185
BL21,Δ7,JOE7059,0 ng/mL,+,8/30/2022,4:59,H2,0.155
BL21,Δ7,JOE7060,0 ng/mL,-,8/30/2022,4:59,H8,0.145
BL21,Δ7,JOE7060,0 ng/mL,+,8/30/2022,4:59,H3,0.153
BL21,Δ7,JOE7061,0 ng/mL,-,8/30/2022,4:59,H9,0.166
BL21,Δ7,JOE7061,0 ng/mL,+,8/30/2022,4:59,H4,0.159
BL21,Δ7,JOE7062,0 ng/mL,-,8/30/2022,4:59,H10,0.163
BL21,Δ7,JOE7062,0 ng/mL,+,8/30/2022,4:59,H5,0.171
BL21,Δ7,JOE7063,0 ng/mL,-,8/30/2022,4:59,H11,0.183
BL21,Δ7,JOE7063,0 ng/mL,+,8/30/2022,4:59,H6,0.183
BL21,Δ7,JOE7059,5 ng/mL,-,9/8/2022,4:59,D7,0.14
BL21,Δ7,JOE7059,5 ng/mL,+,9/8/2022,4:59,D2,0.175
BL21,Δ7,JOE7060,5 ng/mL,-,9/8/2022,4:59,D8,0.149
BL21,Δ7,JOE7060,5 ng/mL,+,9/8/2022,4:59,D3,0.145
BL21,Δ7,JOE7061,5 ng/mL,-,9/8/2022,4:59,D9,0.178
BL21,Δ7,JOE7061,5 ng/mL,+,9/8/2022,4:59,D4,0.168
BL21,Δ7,JOE7062,5 ng/mL,-,9/8/2022,4:59,D10,0.198
