Strain,Mutations,Number/ID,Nor Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/9/2022,4:29,E7,0.36
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/9/2022,4:29,E2,0.36
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/9/2022,4:29,E8,0.417
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/9/2022,4:29,E3,0.288
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/9/2022,4:29,E9,0.253
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/9/2022,4:29,E4,0.345
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/9/2022,4:29,E10,0.347
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/9/2022,4:29,E5,0.339
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/9/2022,4:29,E11,0.447
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/9/2022,4:29,E6,0.444
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/9/2022,4:29,H7,0.394
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/9/2022,4:29,H2,0.373
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/9/2022,4:29,H8,0.388
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/9/2022,4:29,H3,0.346
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/9/2022,4:29,H9,0.366
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/9/2022,4:29,H4,0.355
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/9/2022,4:29,H10,0.425
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/9/2022,4:29,H5,0.317
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/9/2022,4:29,H11,0.458
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/9/2022,4:29,H6,0.44
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/11/2022,4:29,E11,0.18
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/11/2022,4:29,E6,0.191
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/11/2022,4:29,E10,0.171
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/11/2022,4:29,E5,0.16
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/11/2022,4:29,E9,0.183
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/11/2022,4:29,E4,0.171
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/11/2022,4:29,E8,0.159
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/11/2022,4:29,E3,0.166
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/11/2022,4:29,E8,0.159
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/11/2022,4:29,E2,0.165
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/11/2022,4:29,D11,0.301
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/11/2022,4:29,D6,0.33
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/11/2022,4:29,D10,0.284
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/11/2022,4:29,D5,0.279
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/11/2022,4:29,D9,0.319
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/11/2022,4:29,D4,0.286
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/11/2022,4:29,D8,0.282
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/11/2022,4:29,D3,0.278
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/11/2022,4:29,D7,0.368
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/11/2022,4:29,D2,0.289
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/11/2022,4:29,A11,0.418
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/11/2022,4:29,A6,0.399
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/11/2022,4:29,A10,0.408
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/11/2022,4:29,A5,0.352
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/11/2022,4:29,A9,0.427
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/11/2022,4:29,A4,0.357
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/11/2022,4:29,A8,0.397
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/11/2022,4:29,A3,0.351
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/11/2022,4:29,A7,0.427
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/11/2022,4:29,A2,0.377
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/19/2022,4:29,D2,0.173
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/19/2022,4:29,D7,0.194
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/19/2022,4:29,D3,0.191
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/19/2022,4:29,D8,0.197
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/19/2022,4:29,D4,0.196
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/19/2022,4:29,D9,0.2
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/19/2022,4:29,D5,0.211
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/19/2022,4:29,D10,0.211
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/19/2022,4:29,D5,0.211
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/19/2022,4:29,D11,0.218
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/19/2022,4:29,E2,0.28
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/19/2022,4:29,E7,0.339
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/19/2022,4:29,E3,0.339
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/19/2022,4:29,E8,0.348
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/19/2022,4:29,E4,0.336
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/19/2022,4:29,E9,0.331
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/19/2022,4:29,E5,0.38
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/19/2022,4:29,E10,0.373
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/19/2022,4:29,E6,0.392
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/19/2022,4:29,E11,0.377
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/19/2022,4:29,H2,0.337
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/19/2022,4:29,H7,0.356
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/19/2022,4:29,H3,0.376
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/19/2022,4:29,H8,0.376
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/19/2022,4:29,H4,0.365
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/19/2022,4:29,H9,0.345
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/19/2022,4:29,H5,0.402
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/19/2022,4:29,H10,0.382
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/19/2022,4:29,H6,0.392
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/19/2022,4:29,H11,0.39
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/9/2022,4:59,D7,0.234
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/9/2022,4:59,D2,0.226
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/9/2022,4:59,D8,0.252
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/9/2022,4:59,D3,0.185
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/9/2022,4:59,D9,0.224
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/9/2022,4:59,D4,0.242
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/9/2022,4:59,D10,0.195
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/9/2022,4:59,D5,0.22
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/9/2022,4:59,D10,0.195
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/9/2022,4:59,D6,0.272
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/9/2022,4:59,E7,0.429
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/9/2022,4:59,E2,0.408
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/9/2022,4:59,E8,0.477
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/9/2022,4:59,E3,0.325
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/9/2022,4:59,E9,0.296
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/9/2022,4:59,E4,0.395
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/9/2022,4:59,E10,0.403
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/9/2022,4:59,E5,0.386
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/9/2022,4:59,E11,0.532
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/9/2022,4:59,E6,0.545
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/9/2022,4:59,H7,0.504
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/9/2022,4:59,H2,0.501
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/9/2022,4:59,H8,0.504
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/9/2022,4:59,H3,0.457
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/9/2022,4:59,H9,0.494
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/9/2022,4:59,H4,0.462
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/9/2022,4:59,H10,0.539
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/9/2022,4:59,H5,0.399
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/9/2022,4:59,H11,0.578
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/9/2022,4:59,H6,0.566
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/11/2022,4:59,E11,0.195
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/11/2022,4:59,E6,0.209
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/11/2022,4:59,E10,0.182
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/11/2022,4:59,E5,0.173
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/11/2022,4:59,E9,0.195
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/11/2022,4:59,E4,0.182
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/11/2022,4:59,E8,0.167
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/11/2022,4:59,E3,0.178
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/11/2022,4:59,E8,0.167
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/11/2022,4:59,E2,0.18
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/11/2022,4:59,D11,0.336
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/11/2022,4:59,D6,0.372
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/11/2022,4:59,D10,0.317
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/11/2022,4:59,D5,0.31
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/11/2022,4:59,D9,0.349
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/11/2022,4:59,D4,0.323
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/11/2022,4:59,D8,0.322
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/11/2022,4:59,D3,0.315
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/11/2022,4:59,D7,0.408
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/11/2022,4:59,D2,0.326
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/11/2022,4:59,A11,0.512
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/11/2022,4:59,A6,0.487
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/11/2022,4:59,A10,0.502
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/11/2022,4:59,A5,0.436
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/11/2022,4:59,A9,0.526
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/11/2022,4:59,A4,0.455
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/11/2022,4:59,A8,0.481
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/11/2022,4:59,A3,0.45
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/11/2022,4:59,A7,0.531
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/11/2022,4:59,A2,0.461
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/19/2022,4:59,D2,0.189
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/19/2022,4:59,D7,0.223
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/19/2022,4:59,D3,0.219
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/19/2022,4:59,D8,0.226
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/19/2022,4:59,D4,0.223
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/19/2022,4:59,D9,0.231
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/19/2022,4:59,D5,0.24
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/19/2022,4:59,D10,0.24
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/19/2022,4:59,D5,0.24
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/19/2022,4:59,D11,0.25
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/19/2022,4:59,E2,0.343
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/19/2022,4:59,E7,0.417
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/19/2022,4:59,E3,0.409
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/19/2022,4:59,E8,0.421
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/19/2022,4:59,E4,0.411
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/19/2022,4:59,E9,0.406
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/19/2022,4:59,E5,0.461
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/19/2022,4:59,E10,0.445
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/19/2022,4:59,E6,0.476
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/19/2022,4:59,E11,0.45
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/19/2022,4:59,H2,0.443
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/19/2022,4:59,H7,0.461
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/19/2022,4:59,H3,0.469
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/19/2022,4:59,H8,0.471
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/19/2022,4:59,H4,0.459
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/19/2022,4:59,H9,0.434
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/19/2022,4:59,H5,0.491
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/19/2022,4:59,H10,0.478
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/19/2022,4:59,H6,0.492
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/19/2022,4:59,H11,0.482
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/9/2022,5:29,D7,0.262
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/9/2022,5:29,D2,0.258
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/9/2022,5:29,D8,0.285
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/9/2022,5:29,D3,0.203
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/9/2022,5:29,D9,0.248
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/9/2022,5:29,D4,0.266
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/9/2022,5:29,D10,0.214
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/9/2022,5:29,D5,0.239
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/9/2022,5:29,D10,0.214
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/9/2022,5:29,D6,0.302
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/9/2022,5:29,E7,0.51
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/9/2022,5:29,E2,0.446
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/9/2022,5:29,E8,0.536
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/9/2022,5:29,E3,0.342
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/9/2022,5:29,E9,0.333
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/9/2022,5:29,E4,0.453
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/9/2022,5:29,E10,0.451
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/9/2022,5:29,E5,0.449
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/9/2022,5:29,E11,0.569
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/9/2022,5:29,E6,0.627
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/9/2022,5:29,H7,0.612
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/9/2022,5:29,H2,0.612
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/9/2022,5:29,H8,0.629
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/9/2022,5:29,H3,0.579
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/9/2022,5:29,H9,0.591
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/9/2022,5:29,H4,0.588
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/9/2022,5:29,H10,0.649
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/9/2022,5:29,H5,0.517
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/9/2022,5:29,H11,0.703
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/9/2022,5:29,H6,0.661
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/11/2022,5:29,E11,0.208
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/11/2022,5:29,E6,0.231
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/11/2022,5:29,E10,0.194
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/11/2022,5:29,E5,0.186
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/11/2022,5:29,E9,0.209
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/11/2022,5:29,E4,0.196
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/11/2022,5:29,E8,0.176
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/11/2022,5:29,E3,0.189
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/11/2022,5:29,E8,0.176
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/11/2022,5:29,E2,0.195
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/11/2022,5:29,D11,0.359
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/11/2022,5:29,D6,0.39
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/11/2022,5:29,D10,0.337
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/11/2022,5:29,D5,0.319
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/11/2022,5:29,D9,0.36
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/11/2022,5:29,D4,0.341
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/11/2022,5:29,D8,0.345
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/11/2022,5:29,D3,0.33
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/11/2022,5:29,D7,0.43
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/11/2022,5:29,D2,0.34
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/11/2022,5:29,A11,0.615
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/11/2022,5:29,A6,0.589
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/11/2022,5:29,A10,0.604
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/11/2022,5:29,A5,0.538
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/11/2022,5:29,A9,0.638
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/11/2022,5:29,A4,0.542
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/11/2022,5:29,A8,0.582
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/11/2022,5:29,A3,0.542
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/11/2022,5:29,A7,0.643
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/11/2022,5:29,A2,0.566
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/19/2022,5:29,D2,0.211
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/19/2022,5:29,D7,0.257
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/19/2022,5:29,D3,0.247
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/19/2022,5:29,D8,0.258
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/19/2022,5:29,D4,0.251
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/19/2022,5:29,D9,0.259
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/19/2022,5:29,D5,0.275
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/19/2022,5:29,D10,0.272
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/19/2022,5:29,D5,0.275
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/19/2022,5:29,D11,0.286
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/19/2022,5:29,E2,0.393
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/19/2022,5:29,E7,0.476
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/19/2022,5:29,E3,0.466
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/19/2022,5:29,E8,0.475
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/19/2022,5:29,E4,0.475
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/19/2022,5:29,E9,0.472
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/19/2022,5:29,E5,0.523
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/19/2022,5:29,E10,0.513
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/19/2022,5:29,E6,0.54
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/19/2022,5:29,E11,0.508
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/19/2022,5:29,H2,0.518
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/19/2022,5:29,H7,0.532
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/19/2022,5:29,H3,0.565
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/19/2022,5:29,H8,0.574
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/19/2022,5:29,H4,0.553
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/19/2022,5:29,H9,0.523
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/19/2022,5:29,H5,0.587
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/19/2022,5:29,H10,0.585
