Strain,Mutations,Number/ID,Nor Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/13/2023,6:29,D10,0.218
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/13/2023,6:29,D5,0.2
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/13/2023,6:29,D11,0.132
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/13/2023,6:29,D6,0.13
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/13/2023,6:29,E7,0.271
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/13/2023,6:29,E2,0.223
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/13/2023,6:29,E8,0.244
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/13/2023,6:29,E3,0.252
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/13/2023,6:29,E9,0.205
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/13/2023,6:29,E4,0.195
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/13/2023,6:29,E10,0.298
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/13/2023,6:29,E5,0.274
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/13/2023,6:29,E11,0.14
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/13/2023,6:29,E6,0.139
BL21,Δ7,JOE7060,0 ng/mL,-,4/13/2023,6:29,H7,0.297
BL21,Δ7,JOE7060,0 ng/mL,+,4/13/2023,6:29,H2,0.243
BL21,Δ7,JOE7061,0 ng/mL,-,4/13/2023,6:29,H8,0.282
BL21,Δ7,JOE7061,0 ng/mL,+,4/13/2023,6:29,H3,0.286
BL21,Δ7,JOE7199,0 ng/mL,-,4/13/2023,6:29,H9,0.236
BL21,Δ7,JOE7199,0 ng/mL,+,4/13/2023,6:29,H4,0.221
BL21,Δ7,JOE7200,0 ng/mL,-,4/13/2023,6:29,H10,0.372
BL21,Δ7,JOE7200,0 ng/mL,+,4/13/2023,6:29,H5,0.33
BL21,Δ7,JOE7201,0 ng/mL,-,4/13/2023,6:29,H11,0.147
BL21,Δ7,JOE7201,0 ng/mL,+,4/13/2023,6:29,H6,0.145
BL21,Δ7,JOE7060,5 ng/mL,-,4/26/2023,6:29,C7,0.133
BL21,Δ7,JOE7060,5 ng/mL,+,4/26/2023,6:29,C2,0.128
BL21,Δ7,JOE7061,5 ng/mL,-,4/26/2023,6:29,C8,0.122
BL21,Δ7,JOE7061,5 ng/mL,+,4/26/2023,6:29,C3,0.12
BL21,Δ7,JOE7199,5 ng/mL,-,4/26/2023,6:29,C9,0.114
BL21,Δ7,JOE7199,5 ng/mL,+,4/26/2023,6:29,C4,0.111
BL21,Δ7,JOE7200,5 ng/mL,-,4/26/2023,6:29,C10,0.122
BL21,Δ7,JOE7200,5 ng/mL,+,4/26/2023,6:29,C5,0.119
BL21,Δ7,JOE7201,5 ng/mL,-,4/26/2023,6:29,C11,0.115
BL21,Δ7,JOE7201,5 ng/mL,+,4/26/2023,6:29,C6,0.113
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/26/2023,6:29,D7,0.242
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/26/2023,6:29,D2,0.237
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/26/2023,6:29,D8,0.223
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/26/2023,6:29,D3,0.201
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/26/2023,6:29,D9,0.177
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/26/2023,6:29,D4,0.161
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/26/2023,6:29,D10,0.2
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/26/2023,6:29,D5,0.193
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/26/2023,6:29,D11,0.164
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/26/2023,6:29,D6,0.153
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/26/2023,6:29,E7,0.396
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/26/2023,6:29,E2,0.375
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/26/2023,6:29,E8,0.385
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/26/2023,6:29,E3,0.366
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/26/2023,6:29,E9,0.306
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/26/2023,6:29,E4,0.271
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/26/2023,6:29,E10,0.358
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/26/2023,6:29,E5,0.357
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/26/2023,6:29,E11,0.265
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/26/2023,6:29,E6,0.247
BL21,Δ7,JOE7060,0 ng/mL,-,4/26/2023,6:29,H7,0.52
BL21,Δ7,JOE7060,0 ng/mL,+,4/26/2023,6:29,H2,0.502
BL21,Δ7,JOE7061,0 ng/mL,-,4/26/2023,6:29,H8,0.522
BL21,Δ7,JOE7061,0 ng/mL,+,4/26/2023,6:29,H3,0.52
BL21,Δ7,JOE7199,0 ng/mL,-,4/26/2023,6:29,H9,0.435
BL21,Δ7,JOE7199,0 ng/mL,+,4/26/2023,6:29,H4,0.406
BL21,Δ7,JOE7200,0 ng/mL,-,4/26/2023,6:29,H10,0.503
BL21,Δ7,JOE7200,0 ng/mL,+,4/26/2023,6:29,H5,0.491
BL21,Δ7,JOE7201,0 ng/mL,-,4/26/2023,6:29,H11,0.389
BL21,Δ7,JOE7201,0 ng/mL,+,4/26/2023,6:29,H6,0.367
BL21,Δ7,JOE7060,5 ng/mL,-,4/11/2023,6:59,C7,0.161
BL21,Δ7,JOE7060,5 ng/mL,+,4/11/2023,6:59,C2,0.16
BL21,Δ7,JOE7061,5 ng/mL,-,4/11/2023,6:59,C8,0.141
BL21,Δ7,JOE7061,5 ng/mL,+,4/11/2023,6:59,C3,0.14
BL21,Δ7,JOE7199,5 ng/mL,-,4/11/2023,6:59,C9,0.13
BL21,Δ7,JOE7199,5 ng/mL,+,4/11/2023,6:59,C4,0.137
BL21,Δ7,JOE7200,5 ng/mL,-,4/11/2023,6:59,C10,0.14
BL21,Δ7,JOE7200,5 ng/mL,+,4/11/2023,6:59,C5,0.107
BL21,Δ7,JOE7201,5 ng/mL,-,4/11/2023,6:59,C11,0.144
BL21,Δ7,JOE7201,5 ng/mL,+,4/11/2023,6:59,C6,0.102
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/11/2023,6:59,D7,0.268
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/11/2023,6:59,D2,0.258
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/11/2023,6:59,D8,0.249
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/11/2023,6:59,D3,0.231
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/11/2023,6:59,D9,0.21
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/11/2023,6:59,D4,0.223
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/11/2023,6:59,D10,0.221
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/11/2023,6:59,D5,0.112
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/11/2023,6:59,D11,0.213
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/11/2023,6:59,D6,0.115
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/11/2023,6:59,E7,0.373
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/11/2023,6:59,E2,0.372
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/11/2023,6:59,E8,0.371
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/11/2023,6:59,E3,0.342
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/11/2023,6:59,E9,0.32
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/11/2023,6:59,E4,0.35
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/11/2023,6:59,E10,0.331
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/11/2023,6:59,E5,0.12
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/11/2023,6:59,E11,0.309
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/11/2023,6:59,E6,0.143
BL21,Δ7,JOE7060,0 ng/mL,-,4/11/2023,6:59,H7,0.45
BL21,Δ7,JOE7060,0 ng/mL,+,4/11/2023,6:59,H2,0.448
BL21,Δ7,JOE7061,0 ng/mL,-,4/11/2023,6:59,H8,0.455
BL21,Δ7,JOE7061,0 ng/mL,+,4/11/2023,6:59,H3,0.431
BL21,Δ7,JOE7199,0 ng/mL,-,4/11/2023,6:59,H9,0.384
BL21,Δ7,JOE7199,0 ng/mL,+,4/11/2023,6:59,H4,0.443
BL21,Δ7,JOE7200,0 ng/mL,-,4/11/2023,6:59,H10,0.43
BL21,Δ7,JOE7200,0 ng/mL,+,4/11/2023,6:59,H5,0.131
BL21,Δ7,JOE7201,0 ng/mL,-,4/11/2023,6:59,H11,0.388
BL21,Δ7,JOE7201,0 ng/mL,+,4/11/2023,6:59,H6,0.178
BL21,Δ7,JOE7060,5 ng/mL,-,4/13/2023,6:59,C7,0.151
BL21,Δ7,JOE7060,5 ng/mL,+,4/13/2023,6:59,C2,0.14
BL21,Δ7,JOE7061,5 ng/mL,-,4/13/2023,6:59,C8,0.13
BL21,Δ7,JOE7061,5 ng/mL,+,4/13/2023,6:59,C3,0.134
BL21,Δ7,JOE7199,5 ng/mL,-,4/13/2023,6:59,C9,0.116
BL21,Δ7,JOE7199,5 ng/mL,+,4/13/2023,6:59,C4,0.116
BL21,Δ7,JOE7200,5 ng/mL,-,4/13/2023,6:59,C10,0.133
BL21,Δ7,JOE7200,5 ng/mL,+,4/13/2023,6:59,C5,0.127
BL21,Δ7,JOE7201,5 ng/mL,-,4/13/2023,6:59,C11,0.117
BL21,Δ7,JOE7201,5 ng/mL,+,4/13/2023,6:59,C6,0.116
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/13/2023,6:59,D7,0.233
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/13/2023,6:59,D2,0.188
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/13/2023,6:59,D8,0.193
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/13/2023,6:59,D3,0.202
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/13/2023,6:59,D9,0.159
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/13/2023,6:59,D4,0.152
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/13/2023,6:59,D10,0.218
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/13/2023,6:59,D5,0.198
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/13/2023,6:59,D11,0.133
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/13/2023,6:59,D6,0.131
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/13/2023,6:59,E7,0.299
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/13/2023,6:59,E2,0.238
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/13/2023,6:59,E8,0.27
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/13/2023,6:59,E3,0.276
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/13/2023,6:59,E9,0.217
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/13/2023,6:59,E4,0.205
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/13/2023,6:59,E10,0.333
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/13/2023,6:59,E5,0.306
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/13/2023,6:59,E11,0.15
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/13/2023,6:59,E6,0.147
BL21,Δ7,JOE7060,0 ng/mL,-,4/13/2023,6:59,H7,0.353
BL21,Δ7,JOE7060,0 ng/mL,+,4/13/2023,6:59,H2,0.278
BL21,Δ7,JOE7061,0 ng/mL,-,4/13/2023,6:59,H8,0.334
BL21,Δ7,JOE7061,0 ng/mL,+,4/13/2023,6:59,H3,0.339
BL21,Δ7,JOE7199,0 ng/mL,-,4/13/2023,6:59,H9,0.275
BL21,Δ7,JOE7199,0 ng/mL,+,4/13/2023,6:59,H4,0.254
BL21,Δ7,JOE7200,0 ng/mL,-,4/13/2023,6:59,H10,0.447
BL21,Δ7,JOE7200,0 ng/mL,+,4/13/2023,6:59,H5,0.397
BL21,Δ7,JOE7201,0 ng/mL,-,4/13/2023,6:59,H11,0.165
BL21,Δ7,JOE7201,0 ng/mL,+,4/13/2023,6:59,H6,0.161
BL21,Δ7,JOE7060,5 ng/mL,-,4/26/2023,6:59,C7,0.124
BL21,Δ7,JOE7060,5 ng/mL,+,4/26/2023,6:59,C2,0.121
BL21,Δ7,JOE7061,5 ng/mL,-,4/26/2023,6:59,C8,0.117
BL21,Δ7,JOE7061,5 ng/mL,+,4/26/2023,6:59,C3,0.115
BL21,Δ7,JOE7199,5 ng/mL,-,4/26/2023,6:59,C9,0.109
BL21,Δ7,JOE7199,5 ng/mL,+,4/26/2023,6:59,C4,0.109
BL21,Δ7,JOE7200,5 ng/mL,-,4/26/2023,6:59,C10,0.117
BL21,Δ7,JOE7200,5 ng/mL,+,4/26/2023,6:59,C5,0.115
BL21,Δ7,JOE7201,5 ng/mL,-,4/26/2023,6:59,C11,0.112
BL21,Δ7,JOE7201,5 ng/mL,+,4/26/2023,6:59,C6,0.11
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/26/2023,6:59,D7,0.246
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/26/2023,6:59,D2,0.241
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/26/2023,6:59,D8,0.227
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/26/2023,6:59,D3,0.204
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/26/2023,6:59,D9,0.172
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/26/2023,6:59,D4,0.161
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/26/2023,6:59,D10,0.199
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/26/2023,6:59,D5,0.192
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/26/2023,6:59,D11,0.164
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/26/2023,6:59,D6,0.153
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/26/2023,6:59,E7,0.446
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/26/2023,6:59,E2,0.43
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/26/2023,6:59,E8,0.437
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/26/2023,6:59,E3,0.418
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/26/2023,6:59,E9,0.35
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/26/2023,6:59,E4,0.308
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/26/2023,6:59,E10,0.393
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/26/2023,6:59,E5,0.398
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/26/2023,6:59,E11,0.297
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/26/2023,6:59,E6,0.278
BL21,Δ7,JOE7060,0 ng/mL,-,4/26/2023,6:59,H7,0.601
BL21,Δ7,JOE7060,0 ng/mL,+,4/26/2023,6:59,H2,0.58
BL21,Δ7,JOE7061,0 ng/mL,-,4/26/2023,6:59,H8,0.604
BL21,Δ7,JOE7061,0 ng/mL,+,4/26/2023,6:59,H3,0.597
BL21,Δ7,JOE7199,0 ng/mL,-,4/26/2023,6:59,H9,0.515
BL21,Δ7,JOE7199,0 ng/mL,+,4/26/2023,6:59,H4,0.474
BL21,Δ7,JOE7200,0 ng/mL,-,4/26/2023,6:59,H10,0.552
BL21,Δ7,JOE7200,0 ng/mL,+,4/26/2023,6:59,H5,0.553
BL21,Δ7,JOE7201,0 ng/mL,-,4/26/2023,6:59,H11,0.467
BL21,Δ7,JOE7201,0 ng/mL,+,4/26/2023,6:59,H6,0.445
BL21,Δ7,JOE7060,5 ng/mL,-,4/11/2023,7:29,C7,0.143
BL21,Δ7,JOE7060,5 ng/mL,+,4/11/2023,7:29,C2,0.146
BL21,Δ7,JOE7061,5 ng/mL,-,4/11/2023,7:29,C8,0.129
BL21,Δ7,JOE7061,5 ng/mL,+,4/11/2023,7:29,C3,0.129
BL21,Δ7,JOE7199,5 ng/mL,-,4/11/2023,7:29,C9,0.121
BL21,Δ7,JOE7199,5 ng/mL,+,4/11/2023,7:29,C4,0.127
BL21,Δ7,JOE7200,5 ng/mL,-,4/11/2023,7:29,C10,0.133
BL21,Δ7,JOE7200,5 ng/mL,+,4/11/2023,7:29,C5,0.107
BL21,Δ7,JOE7201,5 ng/mL,-,4/11/2023,7:29,C11,0.137
BL21,Δ7,JOE7201,5 ng/mL,+,4/11/2023,7:29,C6,0.102
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/11/2023,7:29,D7,0.276
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/11/2023,7:29,D2,0.271
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/11/2023,7:29,D8,0.256
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/11/2023,7:29,D3,0.238
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/11/2023,7:29,D9,0.211
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/11/2023,7:29,D4,0.221
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/11/2023,7:29,D10,0.219
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/11/2023,7:29,D5,0.112
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/11/2023,7:29,D11,0.218
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/11/2023,7:29,D6,0.115
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/11/2023,7:29,E7,0.417
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/11/2023,7:29,E2,0.417
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/11/2023,7:29,E8,0.416
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/11/2023,7:29,E3,0.394
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/11/2023,7:29,E9,0.366
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/11/2023,7:29,E4,0.388
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/11/2023,7:29,E10,0.377
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/11/2023,7:29,E5,0.124
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/11/2023,7:29,E11,0.351
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/11/2023,7:29,E6,0.153
BL21,Δ7,JOE7060,0 ng/mL,-,4/11/2023,7:29,H7,0.516
BL21,Δ7,JOE7060,0 ng/mL,+,4/11/2023,7:29,H2,0.514
BL21,Δ7,JOE7061,0 ng/mL,-,4/11/2023,7:29,H8,0.528
BL21,Δ7,JOE7061,0 ng/mL,+,4/11/2023,7:29,H3,0.493
BL21,Δ7,JOE7199,0 ng/mL,-,4/11/2023,7:29,H9,0.451
BL21,Δ7,JOE7199,0 ng/mL,+,4/11/2023,7:29,H4,0.51
BL21,Δ7,JOE7200,0 ng/mL,-,4/11/2023,7:29,H10,0.492
BL21,Δ7,JOE7200,0 ng/mL,+,4/11/2023,7:29,H5,0.142
BL21,Δ7,JOE7201,0 ng/mL,-,4/11/2023,7:29,H11,0.47
BL21,Δ7,JOE7201,0 ng/mL,+,4/11/2023,7:29,H6,0.207
BL21,Δ7,JOE7060,5 ng/mL,-,4/13/2023,7:29,C7,0.135
BL21,Δ7,JOE7060,5 ng/mL,+,4/13/2023,7:29,C2,0.125
BL21,Δ7,JOE7061,5 ng/mL,-,4/13/2023,7:29,C8,0.119
BL21,Δ7,JOE7061,5 ng/mL,+,4/13/2023,7:29,C3,0.123
BL21,Δ7,JOE7199,5 ng/mL,-,4/13/2023,7:29,C9,0.11
BL21,Δ7,JOE7199,5 ng/mL,+,4/13/2023,7:29,C4,0.108
BL21,Δ7,JOE7200,5 ng/mL,-,4/13/2023,7:29,C10,0.124
BL21,Δ7,JOE7200,5 ng/mL,+,4/13/2023,7:29,C5,0.121
BL21,Δ7,JOE7201,5 ng/mL,-,4/13/2023,7:29,C11,0.114
BL21,Δ7,JOE7201,5 ng/mL,+,4/13/2023,7:29,C6,0.112
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/13/2023,7:29,D7,0.235
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/13/2023,7:29,D2,0.19
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/13/2023,7:29,D8,0.194
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/13/2023,7:29,D3,0.204
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/13/2023,7:29,D9,0.156
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/13/2023,7:29,D4,0.149
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/13/2023,7:29,D10,0.219
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/13/2023,7:29,D5,0.199
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/13/2023,7:29,D11,0.132
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/13/2023,7:29,D6,0.13
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/13/2023,7:29,E7,0.339
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/13/2023,7:29,E2,0.263
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/13/2023,7:29,E8,0.307
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/13/2023,7:29,E3,0.316
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/13/2023,7:29,E9,0.237
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/13/2023,7:29,E4,0.223
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/13/2023,7:29,E10,0.373
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/13/2023,7:29,E5,0.353
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/13/2023,7:29,E11,0.159
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/13/2023,7:29,E6,0.157
BL21,Δ7,JOE7060,0 ng/mL,-,4/13/2023,7:29,H7,0.426
BL21,Δ7,JOE7060,0 ng/mL,+,4/13/2023,7:29,H2,0.336
BL21,Δ7,JOE7061,0 ng/mL,-,4/13/2023,7:29,H8,0.406
BL21,Δ7,JOE7061,0 ng/mL,+,4/13/2023,7:29,H3,0.412
BL21,Δ7,JOE7199,0 ng/mL,-,4/13/2023,7:29,H9,0.328
BL21,Δ7,JOE7199,0 ng/mL,+,4/13/2023,7:29,H4,0.302
BL21,Δ7,JOE7200,0 ng/mL,-,4/13/2023,7:29,H10,0.517
BL21,Δ7,JOE7200,0 ng/mL,+,4/13/2023,7:29,H5,0.464
BL21,Δ7,JOE7201,0 ng/mL,-,4/13/2023,7:29,H11,0.19
BL21,Δ7,JOE7201,0 ng/mL,+,4/13/2023,7:29,H6,0.184
BL21,Δ7,JOE7060,5 ng/mL,-,4/26/2023,7:29,C7,0.119
BL21,Δ7,JOE7060,5 ng/mL,+,4/26/2023,7:29,C2,0.116
BL21,Δ7,JOE7061,5 ng/mL,-,4/26/2023,7:29,C8,0.114
BL21,Δ7,JOE7061,5 ng/mL,+,4/26/2023,7:29,C3,0.113
BL21,Δ7,JOE7199,5 ng/mL,-,4/26/2023,7:29,C9,0.107
BL21,Δ7,JOE7199,5 ng/mL,+,4/26/2023,7:29,C4,0.108
BL21,Δ7,JOE7200,5 ng/mL,-,4/26/2023,7:29,C10,0.113
BL21,Δ7,JOE7200,5 ng/mL,+,4/26/2023,7:29,C5,0.112
BL21,Δ7,JOE7201,5 ng/mL,-,4/26/2023,7:29,C11,0.109
BL21,Δ7,JOE7201,5 ng/mL,+,4/26/2023,7:29,C6,0.107
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/26/2023,7:29,D7,0.255
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/26/2023,7:29,D2,0.25
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/26/2023,7:29,D8,0.233
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/26/2023,7:29,D3,0.211
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/26/2023,7:29,D9,0.175
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/26/2023,7:29,D4,0.161
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/26/2023,7:29,D10,0.2
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/26/2023,7:29,D5,0.193
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/26/2023,7:29,D11,0.166
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/26/2023,7:29,D6,0.155
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/26/2023,7:29,E7,0.515
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/26/2023,7:29,E2,0.488
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/26/2023,7:29,E8,0.497
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/26/2023,7:29,E3,0.478
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/26/2023,7:29,E9,0.387
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/26/2023,7:29,E4,0.345
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/26/2023,7:29,E10,0.441
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/26/2023,7:29,E5,0.449
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/26/2023,7:29,E11,0.339
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/26/2023,7:29,E6,0.322
BL21,Δ7,JOE7060,0 ng/mL,-,4/26/2023,7:29,H7,0.691
BL21,Δ7,JOE7060,0 ng/mL,+,4/26/2023,7:29,H2,0.681
BL21,Δ7,JOE7061,0 ng/mL,-,4/26/2023,7:29,H8,0.693
BL21,Δ7,JOE7061,0 ng/mL,+,4/26/2023,7:29,H3,0.72
BL21,Δ7,JOE7199,0 ng/mL,-,4/26/2023,7:29,H9,0.593
BL21,Δ7,JOE7199,0 ng/mL,+,4/26/2023,7:29,H4,0.556
BL21,Δ7,JOE7200,0 ng/mL,-,4/26/2023,7:29,H10,0.635
BL21,Δ7,JOE7200,0 ng/mL,+,4/26/2023,7:29,H5,0.616
BL21,Δ7,JOE7201,0 ng/mL,-,4/26/2023,7:29,H11,0.529
BL21,Δ7,JOE7201,0 ng/mL,+,4/26/2023,7:29,H6,0.502
BL21,Δ7,JOE7060,5 ng/mL,-,4/11/2023,7:59,C7,0.133
BL21,Δ7,JOE7060,5 ng/mL,+,4/11/2023,7:59,C2,0.134
BL21,Δ7,JOE7061,5 ng/mL,-,4/11/2023,7:59,C8,0.122
BL21,Δ7,JOE7061,5 ng/mL,+,4/11/2023,7:59,C3,0.122
BL21,Δ7,JOE7199,5 ng/mL,-,4/11/2023,7:59,C9,0.116
BL21,Δ7,JOE7199,5 ng/mL,+,4/11/2023,7:59,C4,0.121
BL21,Δ7,JOE7200,5 ng/mL,-,4/11/2023,7:59,C10,0.126
BL21,Δ7,JOE7200,5 ng/mL,+,4/11/2023,7:59,C5,0.114
BL21,Δ7,JOE7201,5 ng/mL,-,4/11/2023,7:59,C11,0.13
BL21,Δ7,JOE7201,5 ng/mL,+,4/11/2023,7:59,C6,0.102
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/11/2023,7:59,D7,0.286
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/11/2023,7:59,D2,0.273
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/11/2023,7:59,D8,0.266
