Strain,Mutations,Number/ID,Tet Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,5:59,D6,0.138
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,6:29,D6,0.147
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,6:59,D6,0.159
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,7:29,D6,0.172
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,7:59,D6,0.19
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,8:29,D6,0.211
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,8:59,D6,0.236
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,9:29,D6,0.27
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,9:59,D6,0.301
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,10:29,D6,0.342
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,10:59,D6,0.379
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,11:29,D6,0.423
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,11:59,D6,0.461
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,12:29,D6,0.482
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,12:59,D6,0.492
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,13:29,D6,0.51
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,13:59,D6,0.541
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,14:29,D6,0.579
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,14:59,D6,0.625
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,15:29,D6,0.673
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,15:59,D6,0.72
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,16:29,D6,0.766
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,16:59,D6,0.809
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,17:29,D6,0.848
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,17:59,D6,0.895
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,18:29,D6,0.936
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,18:59,D6,0.976
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,19:29,D6,1.013
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,19:59,D6,1.047
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,20:29,D6,1.085
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,20:59,D6,1.111
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,21:29,D6,1.13
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,21:59,D6,1.151
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,22:29,D6,1.173
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,22:59,D6,1.184
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,23:29,D6,1.188
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,+,7/1/2022,23:59,D6,1.192
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,0:00,D7,0.097
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,0:29,D7,0.098
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,0:59,D7,0.099
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,1:29,D7,0.101
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,1:59,D7,0.103
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,2:29,D7,0.106
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,2:59,D7,0.109
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,3:29,D7,0.113
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,3:59,D7,0.119
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,4:29,D7,0.125
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,4:59,D7,0.134
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,5:29,D7,0.143
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,5:59,D7,0.155
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,6:29,D7,0.167
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,6:59,D7,0.187
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,7:29,D7,0.209
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,7:59,D7,0.236
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,8:29,D7,0.27
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,8:59,D7,0.307
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,9:29,D7,0.351
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,9:59,D7,0.395
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,10:29,D7,0.441
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,10:59,D7,0.487
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,11:29,D7,0.51
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,11:59,D7,0.519
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,12:29,D7,0.539
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,12:59,D7,0.571
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,13:29,D7,0.616
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,13:59,D7,0.664
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,14:29,D7,0.714
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,14:59,D7,0.767
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,15:29,D7,0.816
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,15:59,D7,0.862
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,16:29,D7,0.904
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,16:59,D7,0.956
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,17:29,D7,0.998
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,17:59,D7,1.036
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,18:29,D7,1.074
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,18:59,D7,1.115
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,19:29,D7,1.145
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,19:59,D7,1.169
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,20:29,D7,1.187
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,20:59,D7,1.206
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,21:29,D7,1.223
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,21:59,D7,1.241
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,22:29,D7,1.249
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,22:59,D7,1.253
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,23:29,D7,1.256
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,-,7/1/2022,23:59,D7,1.259
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,0:00,D8,0.098
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,0:29,D8,0.1
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,0:59,D8,0.102
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,1:29,D8,0.104
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,1:59,D8,0.108
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,2:29,D8,0.113
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,2:59,D8,0.12
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,3:29,D8,0.128
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,3:59,D8,0.14
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,4:29,D8,0.155
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,4:59,D8,0.173
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,5:29,D8,0.196
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,5:59,D8,0.227
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,6:29,D8,0.266
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,6:59,D8,0.316
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,7:29,D8,0.371
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,7:59,D8,0.425
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,8:29,D8,0.484
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,8:59,D8,0.505
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,9:29,D8,0.523
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,9:59,D8,0.557
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,10:29,D8,0.606
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,10:59,D8,0.661
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,11:29,D8,0.718
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,11:59,D8,0.771
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,12:29,D8,0.822
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,12:59,D8,0.871
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,13:29,D8,0.916
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,13:59,D8,0.962
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,14:29,D8,1.02
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,14:59,D8,1.073
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,15:29,D8,1.116
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,15:59,D8,1.163
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,16:29,D8,1.192
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,16:59,D8,1.212
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,17:29,D8,1.228
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,17:59,D8,1.245
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,18:29,D8,1.263
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,18:59,D8,1.271
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,19:29,D8,1.274
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,19:59,D8,1.277
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,20:29,D8,1.279
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,20:59,D8,1.281
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,21:29,D8,1.281
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,21:59,D8,1.286
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,22:29,D8,1.29
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,22:59,D8,1.293
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,23:29,D8,1.297
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,-,7/1/2022,23:59,D8,1.299
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,0:00,D9,0.097
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,0:29,D9,0.098
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,0:59,D9,0.099
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,1:29,D9,0.1
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,1:59,D9,0.102
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,2:29,D9,0.104
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,2:59,D9,0.107
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,3:29,D9,0.11
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,3:59,D9,0.114
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,4:29,D9,0.119
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,4:59,D9,0.124
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,5:29,D9,0.13
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,5:59,D9,0.138
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,6:29,D9,0.146
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,6:59,D9,0.157
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,7:29,D9,0.168
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,7:59,D9,0.183
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,8:29,D9,0.2
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,8:59,D9,0.221
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,9:29,D9,0.247
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,9:59,D9,0.276
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,10:29,D9,0.311
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,10:59,D9,0.344
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,11:29,D9,0.381
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,11:59,D9,0.416
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,12:29,D9,0.456
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,12:59,D9,0.49
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,13:29,D9,0.514
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,13:59,D9,0.525
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,14:29,D9,0.544
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,14:59,D9,0.581
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,15:29,D9,0.622
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,15:59,D9,0.668
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,16:29,D9,0.716
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,16:59,D9,0.762
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,17:29,D9,0.807
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,17:59,D9,0.846
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,18:29,D9,0.892
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,18:59,D9,0.93
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,19:29,D9,0.964
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,19:59,D9,0.999
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,20:29,D9,1.031
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,20:59,D9,1.065
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,21:29,D9,1.101
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,21:59,D9,1.129
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,22:29,D9,1.15
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,22:59,D9,1.169
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,23:29,D9,1.191
BW25113,ΔacrAB ΔmdtK,JOE7055,78 ng/mL,-,7/1/2022,23:59,D9,1.206
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,0:00,E10,0.099
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,0:29,E10,0.099
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,0:59,E10,0.1
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,1:29,E10,0.1
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,1:59,E10,0.101
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,2:29,E10,0.101
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,2:59,E10,0.101
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,3:29,E10,0.102
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,3:59,E10,0.102
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,4:29,E10,0.103
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,4:59,E10,0.103
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,5:29,E10,0.104
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,5:59,E10,0.105
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,6:29,E10,0.106
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,6:59,E10,0.106
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,7:29,E10,0.107
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,7:59,E10,0.108
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,8:29,E10,0.109
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,8:59,E10,0.11
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,9:29,E10,0.111
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,9:59,E10,0.112
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,10:29,E10,0.113
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,10:59,E10,0.113
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,11:29,E10,0.115
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,11:59,E10,0.116
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,12:29,E10,0.117
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,12:59,E10,0.118
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,13:29,E10,0.119
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,13:59,E10,0.12
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,14:29,E10,0.122
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,14:59,E10,0.123
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,15:29,E10,0.124
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,15:59,E10,0.126
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,16:29,E10,0.127
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,16:59,E10,0.129
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,17:29,E10,0.13
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,17:59,E10,0.132
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,18:29,E10,0.133
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,18:59,E10,0.135
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,19:29,E10,0.136
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,19:59,E10,0.139
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,20:29,E10,0.141
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,20:59,E10,0.142
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,21:29,E10,0.144
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,21:59,E10,0.145
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,22:29,E10,0.148
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,22:59,E10,0.15
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,23:29,E10,0.152
BW25113,ΔacrAB ΔmdtK,JOE7056,156 ng/mL,-,6/23/2022,23:59,E10,0.154
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,0:00,E10,0.097
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,0:29,E10,0.098
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,0:59,E10,0.1
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,1:29,E10,0.102
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,1:59,E10,0.107
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,2:29,E10,0.113
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,2:59,E10,0.122
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,3:29,E10,0.134
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,3:59,E10,0.153
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,4:29,E10,0.174
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,4:59,E10,0.205
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,5:29,E10,0.248
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,5:59,E10,0.303
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,6:29,E10,0.366
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,6:59,E10,0.436
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,7:29,E10,0.497
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,7:59,E10,0.515
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,8:29,E10,0.55
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,8:59,E10,0.605
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,9:29,E10,0.675
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,9:59,E10,0.742
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,10:29,E10,0.803
BW25113,ΔacrAB ΔmdtK,JOE7056,39 ng/mL,-,7/1/2022,10:59,E10,0.859
