Strain,Mutations,Number/ID,Tet Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BL21,Δ7,JOE7200,78 ng/mL,-,4/28,18:29,D10,1.08
BL21,Δ7,JOE7200,78 ng/mL,-,4/28,18:59,D10,1.093
BL21,Δ7,JOE7200,78 ng/mL,-,4/28,19:29,D10,1.107
BL21,Δ7,JOE7200,78 ng/mL,-,4/28,19:59,D10,1.119
BL21,Δ7,JOE7200,78 ng/mL,-,4/28,20:29,D10,1.129
BL21,Δ7,JOE7200,78 ng/mL,-,4/28,20:59,D10,1.138
BL21,Δ7,JOE7200,78 ng/mL,-,4/28,21:29,D10,1.145
BL21,Δ7,JOE7200,78 ng/mL,-,4/28,21:59,D10,1.15
BL21,Δ7,JOE7200,78 ng/mL,-,4/28,22:29,D10,1.155
BL21,Δ7,JOE7200,78 ng/mL,-,4/28,22:59,D10,1.158
BL21,Δ7,JOE7200,78 ng/mL,-,4/28,23:29,D10,1.161
BL21,Δ7,JOE7200,78 ng/mL,-,4/28,23:59,D10,1.164
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,0:00,D11,0.091
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,0:29,D11,0.092
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,0:59,D11,0.092
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,1:29,D11,0.093
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,1:59,D11,0.094
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,2:29,D11,0.095
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,2:59,D11,0.097
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,3:29,D11,0.1
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,3:59,D11,0.103
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,4:29,D11,0.107
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,4:59,D11,0.113
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,5:29,D11,0.12
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,5:59,D11,0.13
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,6:29,D11,0.14
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,6:59,D11,0.155
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,7:29,D11,0.175
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,7:59,D11,0.202
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,8:29,D11,0.235
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,8:59,D11,0.277
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,9:29,D11,0.33
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,9:59,D11,0.393
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,10:29,D11,0.487
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,10:59,D11,0.553
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,11:29,D11,0.63
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,11:59,D11,0.735
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,12:29,D11,0.822
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,12:59,D11,0.87
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,13:29,D11,0.913
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,13:59,D11,0.953
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,14:29,D11,0.998
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,14:59,D11,1.026
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,15:29,D11,1.056
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,15:59,D11,1.08
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,16:29,D11,1.094
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,16:59,D11,1.109
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,17:29,D11,1.125
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,17:59,D11,1.142
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,18:29,D11,1.157
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,18:59,D11,1.171
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,19:29,D11,1.184
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,19:59,D11,1.195
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,20:29,D11,1.206
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,20:59,D11,1.215
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,21:29,D11,1.225
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,21:59,D11,1.249
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,22:29,D11,1.25
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,22:59,D11,1.25
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,23:29,D11,1.251
BL21,Δ7,JOE7201,78 ng/mL,-,4/28,23:59,D11,1.25
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,0:00,E2,0.091
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,0:29,E2,0.091
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,0:59,E2,0.091
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,1:29,E2,0.092
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,1:59,E2,0.092
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,2:29,E2,0.094
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,2:59,E2,0.095
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,3:29,E2,0.097
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,3:59,E2,0.1
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,4:29,E2,0.105
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,4:59,E2,0.11
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,5:29,E2,0.119
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,5:59,E2,0.13
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,6:29,E2,0.145
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,6:59,E2,0.164
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,7:29,E2,0.193
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,7:59,E2,0.23
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,8:29,E2,0.28
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,8:59,E2,0.342
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,9:29,E2,0.417
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,9:59,E2,0.519
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,10:29,E2,0.597
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,10:59,E2,0.697
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,11:29,E2,0.828
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,11:59,E2,0.894
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,12:29,E2,0.941
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,12:59,E2,0.99
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,13:29,E2,1.048
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,13:59,E2,1.088
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,14:29,E2,1.123
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,14:59,E2,1.144
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,15:29,E2,1.158
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,15:59,E2,1.172
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,16:29,E2,1.188
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,16:59,E2,1.204
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,17:29,E2,1.219
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,17:59,E2,1.234
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,18:29,E2,1.246
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,18:59,E2,1.255
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,19:29,E2,1.264
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,19:59,E2,1.28
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,20:29,E2,1.297
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,20:59,E2,1.298
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,21:29,E2,1.3
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,21:59,E2,1.298
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,22:29,E2,1.298
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,22:59,E2,1.297
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,23:29,E2,1.296
BL21,Δ7,JOE7060,39 ng/mL,+,4/28,23:59,E2,1.294
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,0:00,E3,0.091
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,0:29,E3,0.092
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,0:59,E3,0.092
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,1:29,E3,0.093
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,1:59,E3,0.093
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,2:29,E3,0.095
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,2:59,E3,0.096
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,3:29,E3,0.098
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,3:59,E3,0.102
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,4:29,E3,0.107
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,4:59,E3,0.114
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,5:29,E3,0.123
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,5:59,E3,0.137
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,6:29,E3,0.153
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,6:59,E3,0.177
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,7:29,E3,0.211
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,7:59,E3,0.255
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,8:29,E3,0.312
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,8:59,E3,0.386
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,9:29,E3,0.461
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,9:59,E3,0.561
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,10:29,E3,0.653
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,10:59,E3,0.77
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,11:29,E3,0.874
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,11:59,E3,0.932
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,12:29,E3,0.981
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,12:59,E3,1.034
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,13:29,E3,1.081
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,13:59,E3,1.118
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,14:29,E3,1.149
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,14:59,E3,1.163
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,15:29,E3,1.176
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,15:59,E3,1.192
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,16:29,E3,1.204
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,16:59,E3,1.218
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,17:29,E3,1.232
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,17:59,E3,1.245
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,18:29,E3,1.258
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,18:59,E3,1.263
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,19:29,E3,1.271
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,19:59,E3,1.293
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,20:29,E3,1.301
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,20:59,E3,1.299
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,21:29,E3,1.297
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,21:59,E3,1.296
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,22:29,E3,1.294
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,22:59,E3,1.291
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,23:29,E3,1.289
BL21,Δ7,JOE7061,39 ng/mL,+,4/28,23:59,E3,1.287
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,0:00,E4,0.091
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,0:29,E4,0.091
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,0:59,E4,0.092
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,1:29,E4,0.093
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,1:59,E4,0.094
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,2:29,E4,0.096
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,2:59,E4,0.099
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,3:29,E4,0.103
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,3:59,E4,0.109
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,4:29,E4,0.118
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,4:59,E4,0.13
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,5:29,E4,0.145
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,5:59,E4,0.168
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,6:29,E4,0.196
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,6:59,E4,0.234
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,7:29,E4,0.282
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,7:59,E4,0.345
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,8:29,E4,0.413
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,8:59,E4,0.516
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,9:29,E4,0.59
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,9:59,E4,0.692
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,10:29,E4,0.832
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,10:59,E4,0.899
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,11:29,E4,0.954
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,11:59,E4,1.001
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,12:29,E4,1.049
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,12:59,E4,1.087
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,13:29,E4,1.122
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,13:59,E4,1.152
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,14:29,E4,1.167
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,14:59,E4,1.183
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,15:29,E4,1.199
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,15:59,E4,1.213
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,16:29,E4,1.226
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,16:59,E4,1.239
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,17:29,E4,1.252
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,17:59,E4,1.261
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,18:29,E4,1.268
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,18:59,E4,1.273
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,19:29,E4,1.279
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,19:59,E4,1.292
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,20:29,E4,1.3
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,20:59,E4,1.3
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,21:29,E4,1.299
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,21:59,E4,1.296
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,22:29,E4,1.295
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,22:59,E4,1.292
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,23:29,E4,1.29
BL21,Δ7,JOE7199,39 ng/mL,+,4/28,23:59,E4,1.288
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,0:00,E5,0.09
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,0:29,E5,0.09
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,0:59,E5,0.09
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,1:29,E5,0.091
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,1:59,E5,0.092
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,2:29,E5,0.094
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,2:59,E5,0.096
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,3:29,E5,0.099
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,3:59,E5,0.104
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,4:29,E5,0.11
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,4:59,E5,0.119
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,5:29,E5,0.131
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,5:59,E5,0.148
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,6:29,E5,0.17
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,6:59,E5,0.203
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,7:29,E5,0.244
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,7:59,E5,0.297
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,8:29,E5,0.366
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,8:59,E5,0.444
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,9:29,E5,0.542
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,9:59,E5,0.628
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,10:29,E5,0.733
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,10:59,E5,0.857
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,11:29,E5,0.916
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,11:59,E5,0.963
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,12:29,E5,1.008
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,12:59,E5,1.044
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,13:29,E5,1.078
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,13:59,E5,1.104
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,14:29,E5,1.129
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,14:59,E5,1.144
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,15:29,E5,1.158
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,15:59,E5,1.173
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,16:29,E5,1.186
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,16:59,E5,1.197
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,17:29,E5,1.207
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,17:59,E5,1.216
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,18:29,E5,1.222
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,18:59,E5,1.226
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,19:29,E5,1.228
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,19:59,E5,1.23
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,20:29,E5,1.233
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,20:59,E5,1.234
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,21:29,E5,1.235
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,21:59,E5,1.236
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,22:29,E5,1.244
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,22:59,E5,1.244
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,23:29,E5,1.242
BL21,Δ7,JOE7200,39 ng/mL,+,4/28,23:59,E5,1.24
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,0:00,E6,0.089
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,0:29,E6,0.09
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,0:59,E6,0.09
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,1:29,E6,0.091
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,1:59,E6,0.092
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,2:29,E6,0.094
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,2:59,E6,0.098
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,3:29,E6,0.102
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,3:59,E6,0.109
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,4:29,E6,0.118
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,4:59,E6,0.13
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,5:29,E6,0.147
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,5:59,E6,0.172
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,6:29,E6,0.205
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,6:59,E6,0.247
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,7:29,E6,0.303
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,7:59,E6,0.378
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,8:29,E6,0.453
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,8:59,E6,0.559
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,9:29,E6,0.649
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,9:59,E6,0.767
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,10:29,E6,0.887
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,10:59,E6,0.947
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,11:29,E6,0.994
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,11:59,E6,1.045
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,12:29,E6,1.081
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,12:59,E6,1.112
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,13:29,E6,1.142
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,13:59,E6,1.163
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,14:29,E6,1.182
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,14:59,E6,1.197
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,15:29,E6,1.211
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,15:59,E6,1.224
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,16:29,E6,1.236
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,16:59,E6,1.246
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,17:29,E6,1.257
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,17:59,E6,1.266
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,18:29,E6,1.272
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,18:59,E6,1.277
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,19:29,E6,1.282
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,19:59,E6,1.301
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,20:29,E6,1.302
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,20:59,E6,1.3
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,21:29,E6,1.297
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,21:59,E6,1.295
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,22:29,E6,1.292
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,22:59,E6,1.289
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,23:29,E6,1.286
BL21,Δ7,JOE7201,39 ng/mL,+,4/28,23:59,E6,1.283
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,0:00,E7,0.088
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,0:29,E7,0.089
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,0:59,E7,0.089
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,1:29,E7,0.089
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,1:59,E7,0.09
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,2:29,E7,0.091
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,2:59,E7,0.092
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,3:29,E7,0.093
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,3:59,E7,0.096
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,4:29,E7,0.099
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,4:59,E7,0.103
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,5:29,E7,0.11
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,5:59,E7,0.118
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,6:29,E7,0.13
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,6:59,E7,0.145
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,7:29,E7,0.168
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,7:59,E7,0.199
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,8:29,E7,0.238
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,8:59,E7,0.293
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,9:29,E7,0.362
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,9:59,E7,0.438
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,10:29,E7,0.543
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,10:59,E7,0.628
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,11:29,E7,0.738
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,11:59,E7,0.862
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,12:29,E7,0.919
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,12:59,E7,0.968
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,13:29,E7,1.016
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,13:59,E7,1.072
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,14:29,E7,1.109
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,14:59,E7,1.141
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,15:29,E7,1.157
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,15:59,E7,1.168
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,16:29,E7,1.182
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,16:59,E7,1.196
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,17:29,E7,1.21
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,17:59,E7,1.223
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,18:29,E7,1.234
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,18:59,E7,1.246
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,19:29,E7,1.256
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,19:59,E7,1.262
BL21,Δ7,JOE7060,39 ng/mL,-,4/28,20:29,E7,1.268
